iter	F1:use_weights=true	Logloss:use_weights=true
215	0.7769851544	0.01596535079
216	0.7771475771	0.01594131321
217	0.7773404167	0.01592175612
218	0.7772976246	0.01590238257
219	0.7779275438	0.01587922415
220	0.7783492395	0.01585477586
221	0.7784286225	0.01583536124
222	0.7788501196	0.01581441162
223	0.7790087143	0.01579811833
224	0.779280022	0.0157776654
225	0.7792007915	0.01575440173
226	0.7792828685	0.01573586883
227	0.7796060764	0.01571730642
228	0.7801274305	0.01569867726
229	0.7803257079	0.01567954884
230	0.7804261863	0.01566477771
231	0.7808828374	0.01564680568
232	0.7810261056	0.01562829203
233	0.7812628633	0.01561053946
234	0.7813751852	0.01559187565
235	0.7819094926	0.01556147733
236	0.7820766107	0.01554290978
237	0.7823558457	0.01552078196
238	0.7827899197	0.01550216179
239	0.7831308783	0.01548184105
240	0.7832309717	0.01546590199
241	0.7837356495	0.01543725429
242	0.7838474604	0.01542137555
243	0.7839614373	0.01540449572
244	0.7842041845	0.01538655449
245	0.7842256607	0.01537256112
246	0.7843352047	0.01535547466
247	0.784622967	0.01533919164
248	0.7848246791	0.01532325514
249	0.7851649104	0.0153068258
250	0.7854171228	0.01528926703
251	0.7855833174	0.01526835335
252	0.7854640981	0.01525319847
253	0.7857611908	0.01524089026
254	0.7859956236	0.01522274496
255	0.7861714348	0.01520789298
256	0.7865033359	0.01519118898
257	0.7866262063	0.01517594426
258	0.7868368546	0.01516428676
259	0.7868583611	0.01514960547
260	0.7869578289	0.01513630516
261	0.7869596109	0.01512131969
262	0.7872892702	0.01510908336
263	0.7873125154	0.01509794052
264	0.7877513112	0.0150830911
265	0.7881585056	0.01507099851
266	0.7882346515	0.01505893287
267	0.7883985143	0.01504529502
268	0.7885424062	0.01503434726
269	0.7887308564	0.01501957613
270	0.7888600683	0.01500254614
271	0.7891245598	0.01499206812
272	0.7891576131	0.01497656543
273	0.7893644901	0.01496097675
274	0.7895182203	0.01494968118
275	0.7897925764	0.01493741917
276	0.7901659026	0.01492443331
277	0.790198914	0.01491094049
278	0.7906151957	0.01489532228
279	0.7907801418	0.01488231332
280	0.7910199405	0.0148695174
281	0.7910757146	0.01485680106
282	0.791153049	0.01484577758
283	0.7914496824	0.01483218337
284	0.791461054	0.01482160652
285	0.7916030534	0.01480994132
286	0.7918006869	0.01479726092
287	0.7918336195	0.01478635166
288	0.7919313071	0.01477363275
289	0.791952895	0.01476319195
290	0.7920743507	0.01475119049
291	0.7921741737	0.0147418342
292	0.7922502589	0.01472927572
293	0.7925134855	0.01471710099
294	0.7926337583	0.01470519964
295	0.7928639521	0.01469393872
296	0.7931043874	0.01468311032
297	0.7931269232	0.01467076618
298	0.7933353298	0.01465741967
299	0.793423524	0.01464685566
300	0.7936317866	0.01463562169
301	0.7939047619	0.01462410152
302	0.7939583617	0.0146106549
303	0.7940784282	0.01459948382
304	0.7944929666	0.0145860526
305	0.7946018012	0.01457279722
306	0.7947657653	0.01456022206
307	0.7948090108	0.014551623
308	0.7950830818	0.01453853702
309	0.7954316791	0.01452511222
310	0.7955299364	0.01451506287
311	0.7961729771	0.01449692527
312	0.7964342012	0.01448008523
313	0.796511154	0.01446505485
314	0.796881367	0.01444901054
315	0.7968703306	0.01443380561
316	0.7972293902	0.0144200869
317	0.7972837159	0.01440879903
318	0.7973600587	0.01439645745
319	0.7974147295	0.01438462925
320	0.7975453459	0.01437543596
321	0.7976323006	0.0143640929
322	0.7979364648	0.01435046018
323	0.797947437	0.0143416147
324	0.7980017376	0.01433261007
325	0.7980779672	0.01432019406
326	0.7986538931	0.01430374162
327	0.7987409437	0.01429113694
328	0.7987737052	0.01427567403
329	0.799110412	0.0142617166
330	0.7991320857	0.01424848047
331	0.7995553507	0.01423272237
332	0.7995878972	0.01422396545
333	0.7996529849	0.01421343224
334	0.8000650548	0.01420039504
335	0.8000433687	0.01419238764
336	0.8001626237	0.01418053506
337	0.8001517697	0.01416548029
338	0.8005744323	0.01415117248
339	0.8007153115	0.01413663365
340	0.8008452765	0.01412700399
341	0.8007693975	0.01411601387
342	0.8010834236	0.01410197431
343	0.8010941986	0.0140902321
344	0.8016029894	0.01407238327
345	0.8018083868	0.01406250975
346	0.8019273977	0.01405121803
347	0.8021005333	0.01404059499
348	0.8021656741	0.01403108982
349	0.8021763846	0.01402034484
350	0.8022733424	0.01400477156
351	0.8023057563	0.01399603517
352	0.8022950553	0.01398484869
353	0.8027711626	0.01397046003
354	0.8028576841	0.01396223317
355	0.8028790216	0.01394946549
356	0.8030192355	0.01394103712
357	0.803225021	0.01392338467
358	0.8035921989	0.01390809887
359	0.8036675412	0.01389360882
360	0.803981499	0.01387782248
361	0.8043272481	0.01386092597
362	0.8045547982	0.01384507932
363	0.8048793682	0.01383157238
364	0.8048134127	0.01381975059
365	0.8050192006	0.01380399891
366	0.8048892615	0.01378943827
367	0.8052018277	0.01377386498
368	0.8055795848	0.01375645253
369	0.8059023837	0.0137419522
370	0.8061604972	0.01373146263
371	0.8064620705	0.01371455842
372	0.8067095241	0.0137024299
373	0.8070876776	0.01368848915
374	0.8070867205	0.0136789365
375	0.8072715486	0.01366474676
376	0.8074004051	0.01365505165
377	0.8077868078	0.01364159861
378	0.8081855241	0.01362620886
379	0.8082705752	0.0136105406
380	0.8085818378	0.01359431405
381	0.8087655854	0.01357960709
382	0.8093028275	0.01356058135
383	0.8094197621	0.01354835785
384	0.8094518774	0.01353952905
385	0.8097203118	0.01353175781
386	0.8099347392	0.01352129006
387	0.810052853	0.01350875597
388	0.8102439682	0.01349841014
389	0.8104043127	0.01348731864
390	0.8107161146	0.01347045807
391	0.8107161146	0.01346332983
392	0.8107583679	0.01345583068
393	0.8109623003	0.01344645129
394	0.8111560226	0.0134372811
395	0.8116816639	0.01342560948
396	0.8117136776	0.01341848766
397	0.8119478561	0.01340345342
398	0.8121414528	0.01338902625
399	0.8124326654	0.01337561685
400	0.8125925726	0.01336367571
401	0.8126884963	0.0133483296
402	0.8128802972	0.0133388655
403	0.8130519061	0.01332550744
404	0.8132974428	0.01331293099
405	0.8135647961	0.01329887859
406	0.813768233	0.01328716333
407	0.8138758814	0.01327733602
408	0.8139716369	0.01326927343
409	0.8140892824	0.01325756845
410	0.8142507333	0.01324530259
411	0.8142726441	0.01323619016
412	0.814627452	0.01322200941
413	0.8150460098	0.01320971147
414	0.8151296675	0.01319830552
415	0.8153428195	0.01318989128
416	0.815374684	0.01318040023
417	0.8155042096	0.01316838721
418	0.8157788593	0.01315401138
419	0.8159500955	0.01314212543
420	0.8160795913	0.013131958
421	0.8161652013	0.01312433692
422	0.816324336	0.01311448907
423	0.816527326	0.01310340784
424	0.8167598366	0.01309057085
425	0.8170558048	0.01307451243
426	0.8171413219	0.01306564128
427	0.8174613835	0.01304997302
428	0.8176739189	0.01303921906
429	0.8176201988	0.01302975753
430	0.8178692312	0.01301605807
431	0.8179009858	0.01300786458
432	0.8179425195	0.01299865717
433	0.8181476308	0.01298643881
434	0.8182330979	0.01297944533
435	0.818389323	0.01296681883
436	0.8184967373	0.01295500218
437	0.8187530208	0.01294480909
438	0.81911666	0.01293046149
439	0.8192531744	0.01292188425
440	0.8194459358	0.01290944128
441	0.8194608528	0.01289723575
442	0.8197267041	0.01288453481
443	0.8200268456	0.01287222661
444	0.8202292433	0.01286247758
445	0.8202925782	0.01284853299
446	0.8206091507	0.01283950012
447	0.820789396	0.01282685694
448	0.8210192963	0.01281704631
449	0.8210068699	0.012806893
450	0.8211746398	0.01279766891
451	0.8213231743	0.01278308259
452	0.8216488763	0.01276992988
453	0.8217561551	0.01275697867
454	0.8219618777	0.01274356157
455	0.8223372028	0.01273555803
456	0.8223497238	0.01272591938
457	0.8223181489	0.01271796974
458	0.8223592493	0.0127103923
459	0.8223687738	0.01270117847
460	0.822495041	0.01269146282
461	0.8225266036	0.01268368388
462	0.8226212812	0.01267555456
463	0.8226748861	0.01266766909
464	0.822652837	0.01266011732
465	0.8227569943	0.01265290951
466	0.8227569943	0.01264505998
467	0.8228200868	0.01263723098
468	0.8229242022	0.01263080479
469	0.8229557389	0.01262352126
470	0.8229967584	0.01261696159
471	0.8230282898	0.0126098449
472	0.823100825	0.01260227516
473	0.8230377712	0.01259472724
474	0.8231323494	0.01258699451
475	0.8231638721	0.01258011013
476	0.8232174425	0.01257331045
477	0.8233876152	0.01256621302
478	0.8235231107	0.01255958276
479	0.8236806169	0.01255125707
480	0.8236806169	0.01254435215
481	0.8241749418	0.01253051922
482	0.8243764051	0.01252364639
483	0.8243858053	0.01251678639
484	0.8245116404	0.01250906264
485	0.824851501	0.01249670566
486	0.8250180573	0.0124890294
487	0.8251217033	0.01248236448
488	0.8251845512	0.01247596781
489	0.8251437742	0.01246959424
490	0.8251531281	0.0124632104
491	0.8252694643	0.01245710378
492	0.8253637142	0.01244981512
493	0.825631151	0.01243587309
494	0.8257160431	0.01242932369
495	0.8256718813	0.01242270498
496	0.8257032838	0.0124165098
497	0.8259893048	0.01240579435
498	0.8264449554	0.01239465407
499	0.8265390681	0.01238932651
500	0.8265262483	0.01238111761
501	0.8265889774	0.01237544737
502	0.8265355215	0.01236501812
503	0.8264286096	0.012354594
504	0.8268526684	0.01234338442
505	0.8268490808	0.01233428226
506	0.8269117726	0.01232678182
507	0.8270499906	0.01231839838
508	0.8271440021	0.01231319531
509	0.8274793664	0.01230217568
510	0.8276230406	0.01229376015
511	0.8277059515	0.01228408556
512	0.8278403931	0.01227379493
513	0.828019014	0.01226388034
514	0.8282822889	0.01225333045
515	0.8285454934	0.01224690554
516	0.8286614341	0.01223455498
517	0.8286614341	0.01222890655
518	0.8288750067	0.01221927304
519	0.8292448549	0.01220952273
520	0.8292448549	0.01219831187
521	0.8295078467	0.01218990789
522	0.829543028	0.01218027438
523	0.8297122725	0.01217327962
524	0.8299439552	0.01215881523
525	0.8299802551	0.01214592049
526	0.8302068045	0.01213842262
527	0.8303538076	0.01213013287
528	0.830238019	0.01212253362
529	0.8302873456	0.01211596368
530	0.8303900123	0.01210783564
531	0.8306920655	0.01209885925
532	0.8308611674	0.01208958766
533	0.8308209493	0.0120811054
534	0.8311237963	0.01207356774
535	0.8312173264	0.01206337978
536	0.8314265141	0.01205416467
537	0.8318447223	0.01204424623
538	0.8319249327	0.0120349477
539	0.8320136501	0.01202196697
540	0.8320981072	0.01201352834
541	0.8320848772	0.01200739734
542	0.8321381921	0.01200043082
543	0.8321825598	0.01199268396
544	0.8323070772	0.01198521946
545	0.832391513	0.01197428069
546	0.8326136788	0.01196640036
547	0.8328536403	0.01195829029
548	0.8329780431	0.01194786746
549	0.8331468159	0.01194090479
550	0.8335020513	0.01193026377
551	0.8334088184	0.01192391458
552	0.8335375273	0.01191414117
553	0.8337017016	0.01190615047
554	0.8338880162	0.01189660679
555	0.8341719245	0.01188703488
556	0.8343182665	0.01187802127
557	0.8345090106	0.01186983933
558	0.8345224151	0.0118607808
559	0.8346687252	0.01185288763
560	0.8347441836	0.01184461457
561	0.8346066818	0.01183708333
562	0.8348863213	0.01183128217
563	0.8352098805	0.01182300141
564	0.8353338834	0.01181360533
565	0.8354221548	0.01180293993
566	0.8354315829	0.01179391605
567	0.8355070535	0.01178405408
568	0.8356087824	0.0117765806
569	0.8354888499	0.01176717297
570	0.8354491018	0.01175671549
571	0.8356000319	0.01174733867
572	0.8358081856	0.01173738429
573	0.8359853121	0.01172629664
574	0.8363307439	0.01171668494
575	0.83653488	0.01170966708
576	0.8365387173	0.01170197028
577	0.8366451201	0.01169613062
578	0.8366809439	0.01168727616
579	0.8370299452	0.01167840116
580	0.8372464038	0.01166905385
581	0.8375345671	0.011660501
582	0.8376359237	0.01165366667
583	0.8377113687	0.01164312191
584	0.8378177177	0.01163571902
585	0.8381094157	0.01162471864
586	0.838502219	0.01161466416
587	0.8386033906	0.01160732929
588	0.8387182485	0.01159923205
589	0.8389085209	0.01159281741
590	0.8390096169	0.01158308122
591	0.8392169363	0.01157486848
592	0.8394517346	0.01156461891
593	0.8396504555	0.01155430517
594	0.8399861897	0.01154405047
595	0.8400977476	0.0115321119
596	0.8401094086	0.011524872
597	0.8401263907	0.0115163846
598	0.8402772246	0.01150726832
599	0.8404588666	0.01149850241
600	0.8405289151	0.01149165268
601	0.8406212664	0.01148516488
602	0.8406936293	0.01147186201
603	0.8407998513	0.0114606781
604	0.8411130583	0.0114516016
605	0.8413954229	0.01144462994
606	0.8415660252	0.01143771476
607	0.8417281461	0.01143082267
608	0.8418510853	0.0114242168
609	0.8418957648	0.01141823083
610	0.8420102956	0.01141055969
611	0.8421248143	0.01140420281
612	0.8423007535	0.01139450384
613	0.842256062	0.01138657987
614	0.8423398329	0.01137960821
615	0.8423258528	0.01137312683
616	0.8423565612	0.0113670138
617	0.8425184321	0.01136198656
618	0.8424960883	0.01135691953
619	0.8425574796	0.01135073206
620	0.8426635551	0.01134511315
621	0.8428700217	0.01133767304
622	0.8428700217	0.0113321491
623	0.8429760832	0.01132457295
624	0.8430291139	0.01131914014
625	0.843182481	0.01131263822
626	0.8433358074	0.01130617609
627	0.8433971267	0.01130058285
628	0.8435561682	0.0112928745
629	0.8437292898	0.01128554477
630	0.8437905898	0.01127908777
631	0.8437682235	0.01127314158
632	0.8439214439	0.01126776653
633	0.8439438113	0.01126250827
634	0.8441558442	0.01125681492
635	0.8442701156	0.01125041311
636	0.8442477407	0.0112459339
637	0.8443454984	0.01123875818
638	0.8442171101	0.01123344473
639	0.844367877	0.01122676442
640	0.844651705	0.01121770075
641	0.8447741423	0.01121257468
642	0.8448965536	0.01120758081
643	0.8450860927	0.01119826559
644	0.8451778667	0.01119142485
645	0.8453979605	0.0111853131
646	0.8455120905	0.01117867514
647	0.84558142	0.01117227846
648	0.8456813006	0.01116367684
649	0.8457790488	0.01115793985
650	0.8459012921	0.01115237998
651	0.8459318489	0.01114650695
652	0.8461599555	0.01114008589
653	0.8461905014	0.01113401393
654	0.8461599555	0.01112691906
655	0.8462353066	0.01112276456
656	0.8462882559	0.01111584168
657	0.8464552338	0.011109368
658	0.8465692503	0.01109862687
659	0.8466689606	0.01109350722
660	0.8468582923	0.01108740831
661	0.8468358786	0.01107743083
662	0.847047614	0.01106975585
663	0.8470718992	0.01106197178
664	0.8472163421	0.01105397978
665	0.8472916832	0.0110450958
666	0.8474423774	0.01103945507
667	0.8473589499	0.01103368857
668	0.8476235842	0.01102536288
669	0.8478577288	0.01101727078
670	0.8481079651	0.01100989998
671	0.8481320775	0.01100248297
672	0.8482780511	0.01099352839
673	0.8482988518	0.01098580336
674	0.8484287377	0.01097922315
675	0.8484976725	0.01097445132
676	0.8487397181	0.01096487042
677	0.8488919448	0.01096003698
678	0.8489528242	0.0109539971
679	0.8491129736	0.01094256292
680	0.8494779966	0.0109326817
681	0.849622073	0.01092709103
682	0.8498797664	0.01091662456
683	0.8499246849	0.01090818337
684	0.8500911661	0.01089868718
685	0.8501281746	0.01089272944
686	0.8502484406	0.01088684486
687	0.8504361618	0.01087754761
688	0.8505194153	0.01087127286
689	0.8508074107	0.01086334761
690	0.8509963529	0.01085466898
691	0.8510717023	0.0108470402
692	0.8513213531	0.01083818317
693	0.8514584654	0.01083069814
694	0.8515191546	0.01082412563
695	0.851587679	0.01081961562
696	0.8516786856	0.01081173272
697	0.8516708493	0.01080505882
698	0.8517540152	0.01079624286
699	0.851822504	0.0107915583
700	0.8518528301	0.0107833725
701	0.8519134775	0.01077561667
702	0.8519662996	0.01076772735
703	0.8521403861	0.0107633521
704	0.8521256932	0.01075769212
705	0.8522088141	0.01075053629
706	0.8523222348	0.01074406774
707	0.8524131376	0.01073815685
708	0.8525265326	0.01073092594
709	0.8525265326	0.01072513698
710	0.8525871172	0.01071794906
711	0.8527160429	0.01071099987
712	0.8528293919	0.01070446715
713	0.8528293919	0.01069777592
714	0.8527991132	0.0106906464
715	0.8528821791	0.01068466813
716	0.8530032725	0.01067768878
717	0.8531243403	0.01067189853
718	0.8531243403	0.01066672626
719	0.8532376379	0.01066071333
720	0.8532678963	0.01065466961
721	0.8534719291	0.01064900449
722	0.8535929091	0.01064129358
723	0.8536533896	0.01063629072
724	0.8537138637	0.01062953917
725	0.8538270823	0.0106238208
726	0.8540007384	0.01061759739
727	0.854301841	0.01060969139
728	0.8543853172	0.01059983456
729	0.8544979824	0.01059140427
730	0.8547919194	0.0105829496
731	0.8547995781	0.0105778954
732	0.8549654554	0.01056640218
733	0.8550560316	0.01056014348
734	0.8554029473	0.01055304219
735	0.8556820578	0.01054475629
736	0.8557046095	0.01053975986
737	0.8556970032	0.01052964826
738	0.8560210804	0.01052214783
739	0.8560512239	0.01051580056
740	0.8560436375	0.01050776814
741	0.8561492254	0.01050200613
742	0.8562244764	0.01049521865
743	0.85627733	0.01048575904
744	0.8563451509	0.01047784342
745	0.8564656308	0.01047192226
746	0.8566236503	0.01046741545
747	0.8567515605	0.01046188382
748	0.8569923901	0.01045333417
749	0.856999921	0.01044418644
750	0.8570525817	0.01043723853
751	0.8572782561	0.01042922921
752	0.8574437278	0.01042301157
753	0.8575038829	0.01041600462
754	0.8575564563	0.01040360465
755	0.8577518156	0.0103949549
756	0.8578344955	0.01038738259
757	0.8581802873	0.01037999061
758	0.8583456115	0.01037363885
759	0.8584508525	0.01036738336
760	0.8586762075	0.01036117343
761	0.8586762075	0.01035625913
762	0.8588040304	0.01034904298
763	0.8588414795	0.01034360247
764	0.8588789226	0.0103369459
765	0.8592171717	0.01033012248
766	0.8592245778	0.01032451255
767	0.8592319832	0.01031702367
768	0.8592845871	0.01031018421
769	0.8593519882	0.01030202152
770	0.8594271888	0.01029553693
771	0.8596975674	0.01028631989
772	0.8600210416	0.01027850887
773	0.8602161849	0.01027193893
774	0.8602914102	0.01026682441
775	0.8603733894	0.01026083844
776	0.8605158678	0.01025468498
777	0.8605458274	0.01024897495
778	0.8606210396	0.01024452782
779	0.8606436685	0.01023884025
780	0.860816069	0.01023338113
781	0.8608460184	0.01022734318
782	0.8608606504	0.01022213882
783	0.8609511791	0.01021333569
784	0.8612739557	0.0102047899
785	0.8613791109	0.01019850231
786	0.8615966983	0.01019143376
787	0.8617616907	0.01018222378
788	0.8618595726	0.01017620572
789	0.8619121474	0.01016894144
790	0.8621296953	0.01016355612
791	0.8621677752	0.01015484476
792	0.862205863	0.01014815995
793	0.8624152253	0.01014292287
794	0.8623925558	0.01013749712
795	0.8625801703	0.0101325764
796	0.862632741	0.01012322268
797	0.862745098	0.01011935695
798	0.862767775	0.0101131836
799	0.8629398933	0.0101042778
800	0.8629996584	0.01009492151
801	0.8630892942	0.01008914153
802	0.8631418511	0.0100836516
803	0.8632015976	0.01007742755
804	0.8634500158	0.01007140115
805	0.86366742	0.01006495699
806	0.8637355129	0.01005960311
807	0.8638549468	0.01005398677
808	0.8639743556	0.01004576569
809	0.8640937393	0.01004015704
810	0.8643324315	0.01003420573
811	0.8645737554	0.01002842639
812	0.8646419001	0.01002083996
813	0.8647839222	0.01001489634
814	0.8648293618	0.01000907016
815	0.8650011821	0.01000281146
816	0.8650082744	0.009994770694
817	0.8651133468	0.009990219609
818	0.8652623838	0.009984159839
819	0.8653361345	0.009976433519
820	0.8654341089	0.009971233655
821	0.8655901273	0.009965916356
822	0.8655603403	0.009960535526
823	0.8655674001	0.009954611159
824	0.8657829111	0.009949471616
825	0.865837009	0.009940742929
826	0.865889519	0.009935432047
827	0.8661136197	0.009924807716
828	0.8661065897	0.009920268824
829	0.8662326753	0.009912553414
830	0.866351706	0.009905055547
831	0.8664637027	0.009896910825
832	0.8666439201	0.009889371247
833	0.8666964122	0.009883838329
834	0.866762892	0.0098779653
835	0.8668223686	0.00987305036
836	0.8668818389	0.009868626977
837	0.8670304875	0.009858858702
838	0.8671651581	0.009854695859
839	0.8672473502	0.009849307329
840	0.8675760756	0.009841584859
841	0.8677404124	0.009836947784
842	0.8678453386	0.00983028993
843	0.8678819672	0.009824830811
844	0.8680234998	0.009817345136
845	0.8680462664	0.009810756588
846	0.8682630019	0.009803910068
847	0.8682630019	0.009795305874
848	0.8682036352	0.009790192001
849	0.8682194943	0.00978531043
850	0.8682491803	0.009780450036
851	0.8683313225	0.009775912428
852	0.8683837801	0.009768969649
853	0.868577723	0.009760286524
854	0.868913072	0.009750755044
855	0.8689427313	0.009745679031
856	0.8691434414	0.009739211768
857	0.8691662297	0.009734520789
858	0.8691821591	0.009730175055
859	0.8693531895	0.009725038721
860	0.8695697769	0.009718223003
861	0.8696814786	0.009713755984
862	0.8698068203	0.009708838477
863	0.8698364437	0.009704560766
864	0.8700005242	0.009699842192
865	0.8701121711	0.009695421377
866	0.8701713926	0.009690813821
867	0.8703650324	0.009684404955
868	0.8704926625	0.009675468991
869	0.870567887	0.009669256491
870	0.870754717	0.00965914297
871	0.8708138986	0.009651423068
872	0.8709026595	0.009641960252
873	0.8710505633	0.009632661074
874	0.8712668972	0.009625125346
875	0.8714375524	0.009619899171
876	0.8715786165	0.009613666778
