iter	Passed	Remaining
322	423825	12697717
323	425121	12695907
324	426443	12694908
325	427765	12693876
326	429120	12693837
327	430458	12693282
328	431845	12694143
329	433159	12692875
330	434487	12692026
331	435858	12692416
332	437159	12690739
333	438483	12689761
334	439827	12689360
335	441097	12686799
336	442437	12686273
337	443808	12686622
338	445205	12687703
339	446526	12686612
340	447872	12686225
341	449193	12685117
342	450544	12684870
343	451871	12683940
344	453179	12682459
345	454506	12681507
346	455888	12682118
347	457226	12681470
348	458496	12678938
349	459778	12676757
350	461088	12675344
351	462428	12674745
352	463797	12674928
353	465065	12672371
354	466468	12673479
355	467758	12671531
356	469061	12669922
357	470346	12667821
358	471689	12667281
359	473051	12667277
360	474388	12666575
361	475734	12666114
362	477033	12664378
363	478359	12663374
364	479664	12661817
365	480973	12660380
366	482305	12659534
367	483626	12658405
368	484983	12658205
369	486255	12655791
370	487579	12654715
371	488869	12652793
372	490198	12651840
373	491632	12653626
374	492973	12652975
375	494287	12651647
376	495640	12651324
377	496972	12650444
378	498372	12651302
379	499708	12650520
380	500991	12648392
381	502277	12646360
382	503584	12644844
383	504852	12642355
384	506203	12641950
385	507517	12640611
386	508853	12639811
387	510195	12639172
388	511522	12638144
389	512881	12637919
390	514206	12636847
391	515498	12634982
392	516821	12633864
393	518170	12633365
394	519525	12633025
395	520809	12630936
396	522090	12628806
397	523425	12627977
398	524718	12626115
399	526003	12624077
400	527265	12621510
401	528564	12619813
402	529838	12617521
403	531117	12615365
404	532481	12615221
405	533764	12613149
406	535090	12612085
407	536368	12609907
408	537650	12607847
409	538924	12605571
410	540323	12606222
411	541622	12604564
412	542993	12604542
413	544271	12602380
414	545572	12600762
415	546885	12599391
416	548195	12597978
417	549488	12596159
418	550847	12595865
419	552233	12596192
420	553520	12594239
421	554843	12593104
422	556124	12591019
423	557411	12589094
424	558756	12588456
425	560058	12586858
426	561378	12585653
427	562660	12583621
428	564024	12583400
429	565325	12581789
430	566618	12579982
431	567963	12579343
432	569287	12578239
433	570627	12577465
434	571987	12577151
435	573293	12575642
436	574640	12575023
437	575949	12573581
438	577205	12570992
439	578554	12570401
440	579823	12568108
441	581137	12566762
442	582489	12566248
443	583832	12565558
444	585111	12563459
445	586501	12563748
446	587845	12563060
447	589165	12561849
448	590485	12560634
449	591754	12558341
450	593066	12556962
451	594353	12555058
452	595668	12553740
453	596996	12552716
454	598317	12551520
455	599626	12550078
456	600960	12549151
457	602249	12547301
458	603519	12545063
459	604844	12543954
460	606104	12541500
461	607402	12539837
462	608724	12538673
463	610042	12537421
464	611407	12537144
465	612689	12535152
466	614030	12534368
467	615335	12532864
468	616623	12531001
469	617930	12529530
470	619281	12528954
471	620626	12528241
472	621922	12526539
473	623274	12525983
474	624541	12523699
475	625855	12522360
476	627196	12521573
477	628491	12519856
478	629796	12518353
479	631143	12517684
480	632453	12516264
481	633777	12515137
482	635076	12513500
483	636397	12512309
484	637726	12511279
485	639008	12509314
486	640376	12509031
487	641699	12507889
488	642983	12505956
