iter	Passed	Remaining
302	17315	325570
303	17433	326653
304	17474	326295
305	17512	325878
306	17550	325460
307	17593	325140
308	17690	325806
309	17726	325364
310	17801	325641
311	17874	325863
312	17912	325449
313	17955	325144
314	18067	326077
315	18107	325697
316	18146	325325
317	18218	325518
318	18276	325479
319	18320	325188
320	18419	325878
321	18458	325480
322	18525	325599
323	18592	325707
324	18630	325316
325	18697	325435
326	18779	325800
327	18821	325476
328	18858	325057
329	18959	325752
330	19005	325511
331	19044	325129
332	19087	324830
333	19208	325850
334	19257	325659
335	19296	325284
336	19335	324909
337	19379	324634
338	19479	325298
339	19517	324913
340	19561	324622
341	19661	325275
342	19699	324890
343	19753	324779
344	19859	325523
345	19898	325167
346	19938	324818
347	19980	324505
348	20091	325318
349	20132	324999
350	20170	324630
351	20263	325138
352	20306	324841
353	20348	324534
354	20453	325238
355	20493	324897
356	20537	324631
357	20637	325236
358	20677	324900
359	20743	324986
360	20853	325734
361	20894	325421
362	20935	325106
363	20976	324795
364	21077	325400
365	21116	325060
366	21158	324753
367	21259	325360
368	21295	324977
369	21338	324696
370	21440	325306
371	21480	324981
372	21521	324675
373	21628	325356
374	21670	325056
375	21709	324719
376	21769	324690
377	21840	324829
378	21882	324538
379	22004	325439
380	22045	325132
381	22082	324766
382	22124	324468
383	22216	324922
384	22257	324610
385	22302	324365
386	22392	324779
387	22432	324460
388	22522	324871
389	22561	324532
390	22605	324281
391	22763	325657
392	22805	325372
393	22844	325039
394	22882	324697
395	22920	324361
396	22964	324107
397	23057	324539
398	23095	324199
399	23182	324556
400	23238	324472
401	23277	324143
402	23314	323805
403	23400	324136
404	23479	324360
405	23516	324013
406	23554	323679
407	23644	324073
408	23690	323850
409	23729	323525
410	23820	323929
411	23939	324695
412	23980	324410
413	24018	324078
414	24055	323736
415	24094	323425
416	24129	323062
417	24224	323489
418	24265	323206
419	24304	322906
420	24388	323197
421	24426	322871
422	24524	323341
423	24562	323023
424	24600	322701
425	24641	322424
426	24782	323450
427	24822	323161
428	24858	322817
429	24896	322501
430	24938	322231
431	24979	321958
432	25085	322516
433	25123	322207
434	25162	321910
435	25202	321622
436	25303	322108
437	25338	321764
438	25373	321411
439	25411	321104
440	25503	321480
441	25535	321104
442	25574	320801
443	25663	321137
444	25744	321370
445	25782	321062
446	25814	320687
447	25848	320340
448	25886	320033
449	25959	320161
450	26021	320159
451	26056	319826
452	26092	319501
453	26158	319546
454	26267	320116
455	26302	319786
456	26335	319425
457	26367	319064
458	26402	318722
459	26440	318431
460	26541	318897
461	26577	318584
462	26609	318217
463	26644	317900
464	26681	317592
465	26804	318316
466	26842	318026
467	26872	317642
468	26907	317321
469	26941	316996
470	26975	316660
471	27069	317040
472	27107	316747
473	27142	316428
474	27179	316146
475	27284	316638
476	27319	316317
477	27354	316009
478	27394	315746
479	27481	316041
480	27513	315687
481	27549	315395
482	27651	315840
483	27689	315563
484	27723	315244
485	27758	314933
486	27859	315379
487	27895	315079
488	27934	314818
489	27974	314569
490	28113	315431
491	28151	315159
492	28186	314856
493	28222	314559
494	28258	314264
495	28297	314014
496	28368	314105
497	28505	314936
498	28546	314700
499	28581	314396
500	28618	314112
501	28652	313811
502	28687	313514
503	28723	313223
504	28759	312941
505	28857	313327
506	28892	313029
507	28928	312745
508	29019	313055
509	29054	312766
510	29091	312496
511	29198	312973
512	29235	312700
513	29270	312403
514	29303	312100
515	29380	312257
516	29428	312099
517	29462	311802
518	29522	311781
519	29637	312337
520	29674	312069
521	29709	311782
522	29743	311485
523	29778	311194
524	29818	310964
525	29926	311443
526	29962	311164
527	29995	310858
528	30033	310609
529	30126	310931
530	30159	310625
531	30194	310345
532	30274	310521
533	30328	310437
534	30363	310157
535	30400	309903
536	30487	310155
537	30522	309874
538	30560	309630
539	30667	310086
540	30703	309814
541	30738	309537
542	30773	309262
543	30810	309013
544	30913	309420
545	30948	309148
546	30983	308869
547	31021	308625
548	31113	308921
549	31147	308640
550	31181	308366
551	31266	308589
552	31298	308282
553	31334	308029
554	31421	308270
555	31533	308757
556	31571	308520
557	31606	308246
558	31640	307975
559	31674	307693
560	31708	307416
561	31740	307130
562	31779	306902
563	31851	306994
564	31928	307132
565	31962	306866
566	31996	306591
567	32029	306312
568	32066	306066
569	32144	306221
570	32239	306529
571	32275	306276
572	32308	306000
573	32343	305739
574	32374	305450
575	32410	305201
576	32509	305548
577	32543	305282
578	32577	305017
579	32616	304791
580	32703	305028
581	32738	304770
582	32774	304524
583	32886	304990
584	32921	304733
585	32954	304460
586	32983	304158
587	33016	303888
588	33089	303988
589	33184	304288
590	33220	304041
591	33252	303766
592	33284	303488
593	33319	303238
594	33378	303206
595	33446	303264
596	33475	302965
597	33510	302717
598	33606	303016
599	33641	302770
600	33676	302526
601	33713	302297
602	33817	302675
603	33850	302414
604	33882	302143
605	33916	301889
606	33956	301690
607	34043	301914
608	34074	301631
609	34112	301416
610	34220	301821
611	34252	301557
612	34288	301324
613	34320	301063
614	34352	300798
615	34395	300622
616	34481	300835
617	34588	301220
618	34732	301935
619	34765	301677
620	34799	301428
621	34830	301154
622	34863	300897
623	34897	300658
624	34930	300401
625	34963	300147
626	34995	299891
627	35028	299637
628	35060	299377
629	35097	299165
630	35189	299421
631	35221	299158
632	35255	298921
633	35292	298709
634	35419	299253
635	35456	299039
636	35489	298795
637	35523	298549
638	35557	298319
639	35599	298144
640	35716	298603
641	35764	298483
642	35796	298232
643	35829	297985
644	35870	297810
645	35982	298219
646	36031	298108
647	36063	297858
648	36096	297615
649	36129	297377
650	36163	297138
651	36214	297048
652	36334	297516
653	36367	297278
654	36399	297027
655	36433	296797
656	36468	296573
657	36534	296605
658	36603	296659
659	36637	296426
660	36670	296194
661	36767	296471
662	36812	296330
663	36846	296106
664	36882	295894
665	36945	295895
666	37028	296060
667	37062	295830
668	37096	295604
669	37134	295409
670	37237	295739
671	37281	295586
672	37313	295348
673	37348	295128
674	37382	294904
675	37439	294860
676	37503	294872
677	37535	294637
678	37597	294634
679	37671	294726
680	37705	294500
681	37742	294301
682	37847	294632
683	37879	294394
684	37909	294148
685	37943	293924
686	37983	293751
687	38078	293999
688	38107	293746
689	38138	293500
690	38179	293336
691	38312	293875
692	38344	293639
693	38376	293412
694	38410	293191
695	38443	292967
696	38477	292746
697	38544	292784
698	38603	292757
699	38637	292540
700	38677	292368
701	38798	292815
702	38867	292858
703	38905	292677
704	38952	292558
705	38986	292346
706	39017	292107
707	39053	291905
708	39095	291753
709	39204	292098
710	39240	291905
711	39273	291682
712	39308	291476
713	39348	291307
714	39450	291600
715	39486	291408
716	39518	291176
717	39550	290953
718	39588	290773
719	39685	291024
720	39718	290810
721	39749	290575
722	39785	290382
723	39875	290587
724	39908	290365
725	39941	290156
726	40027	290321
727	40064	290137
728	40096	289915
729	40135	289741
730	40239	290040
731	40272	289830
732	40303	289604
733	40340	289421
734	40425	289575
735	40459	289373
736	40497	289200
737	40594	289444
738	40627	289227
739	40661	289029
740	40724	289031
741	40801	289129
742	40831	288894
743	40865	288691
744	40904	288527
745	41017	288881
746	41054	288703
747	41089	288508
748	41119	288277
749	41160	288124
750	41278	288510
751	41320	288366
752	41356	288177
753	41387	287956
754	41418	287737
755	41449	287513
756	41487	287343
757	41592	287632
758	41624	287425
759	41657	287219
760	41700	287080
761	41812	287418
762	41846	287222
763	41879	287019
764	41911	286806
765	41947	286620
766	42049	286887
767	42197	287473
768	42235	287298
769	42270	287109
770	42305	286919
771	42338	286717
772	42372	286520
773	42405	286316
774	42438	286117
775	42469	285906
776	42501	285698
777	42536	285505
778	42633	285734
779	42664	285523
780	42695	285310
781	42730	285127
782	42841	285444
783	42877	285263
784	42907	285049
785	42940	284850
786	42976	284672
787	43089	285004
788	43130	284860
789	43166	284682
790	43198	284477
791	43228	284261
792	43262	284069
793	43297	283889
794	43460	284545
795	43495	284362
796	43527	284158
797	43557	283942
798	43589	283740
799	43621	283539
800	43652	283331
801	43688	283158
802	43792	283421
803	43832	283276
804	43864	283073
805	43895	282871
806	43930	282693
807	44005	282768
808	44087	282887
809	44118	282688
810	44149	282481
811	44185	282305
812	44226	282165
813	44334	282458
814	44370	282283
815	44402	282087
816	44433	281883
817	44471	281725
818	44574	281980
819	44607	281788
820	44642	281610
821	44681	281458
822	44780	281690
823	44816	281515
824	44848	281320
825	44917	281360
826	45005	281516
827	45039	281332
828	45074	281160
829	45106	280966
830	45139	280774
831	45182	280654
832	45300	280991
833	45335	280817
834	45367	280628
835	45401	280443
836	45491	280609
837	45532	280473
838	45568	280306
839	45608	280165
840	45731	280532
841	45769	280376
842	45805	280211
843	45841	280046
844	45944	280291
845	45987	280164
846	46021	279988
847	46058	279825
848	46151	280004
849	46186	279833
850	46222	279671
851	46339	279995
852	46401	279987
853	46439	279833
854	46476	279677
855	46514	279521
856	46554	279382
857	46683	279773
858	46722	279629
859	46758	279464
860	46799	279330
861	46894	279517
862	46931	279356
863	46971	279221
864	47076	279465
865	47113	279310
866	47153	279165
867	47249	279359
868	47287	279209
869	47371	279331
870	47421	279250
871	47458	279091
872	47544	279224
873	47584	279079
874	47618	278906
875	47651	278727
876	47686	278558
877	47727	278425
878	47761	278257
879	47794	278076
880	47830	277916
881	47862	277729
882	47892	277535
883	47923	277350
884	47989	277364
885	48068	277454
886	48136	277475
887	48202	277490
888	48277	277553
889	48343	277565
890	48410	277586
891	48466	277544
892	48552	277668
893	48626	277726
894	48683	277686
895	48762	277773
896	48836	277830
897	48902	277842
898	48970	277860
899	49046	277931
900	49106	277908
901	49170	277907
902	49205	277739
903	49239	277571
904	49274	277408
905	49306	277225
906	49336	277036
907	49368	276855
908	49399	276670
909	49430	276485
910	49463	276312
911	49495	276130
912	49526	275947
913	49641	276235
914	49696	276183
915	49728	276001
916	49760	275824
917	49790	275638
918	49824	275470
919	49940	275757
920	49974	275593
921	50004	275404
922	50034	275219
923	50068	275052
924	50161	275213
925	50196	275053
926	50228	274873
927	50305	274947
928	50361	274900
929	50392	274722
930	50427	274560
931	50556	274913
932	50591	274754
933	50622	274577
934	50656	274412
935	50692	274256
936	50793	274459
937	50831	274318
938	50863	274142
939	50917	274085
940	50984	274102
941	51015	273924
942	51106	274067
943	51167	274049
944	51199	273878
945	51230	273697
946	51269	273564
947	51384	273833
948	51434	273759
949	51470	273607
950	51506	273452
951	51540	273296
952	51621	273383
953	51688	273395
954	51726	273255
955	51760	273093
956	51804	272985
957	51914	273226
958	51951	273083
959	51988	272941
960	52028	272809
961	52158	273151
962	52193	272999
963	52227	272842
964	52261	272679
965	52301	272553
966	52403	272745
967	52439	272597
968	52477	272460
969	52588	272703
970	52626	272561
971	52665	272431
972	52746	272514
973	52836	272644
974	52877	272521
975	52913	272376
976	53004	272506
977	53046	272391
978	53089	272278
979	53199	272512
980	53235	272364
981	53271	272217
982	53376	272419
983	53412	272274
984	53456	272164
985	53586	272498
986	53625	272364
987	53665	272240
988	53707	272121
989	53823	272379
990	53861	272241
991	53896	272091
992	53941	271989
993	54073	272324
994	54116	272215
995	54156	272089
996	54198	271969
997	54299	272150
998	54337	272012
999	54378	271892
1000	54535	272349
1001	54573	272214
1002	54612	272080
1003	54647	271930
1004	54686	271798
1005	54778	271931
1006	54817	271800
1007	54912	271945
1008	54952	271823
1009	54992	271695
1010	55081	271813
1011	55121	271686
1012	55226	271882
1013	55265	271749
1014	55306	271627
1015	55409	271809
1016	55449	271683
1017	55492	271574
1018	55608	271822
1019	55649	271698
1020	55688	271570
1021	55754	271569
1022	55846	271697
1023	55881	271550
1024	55923	271433
1025	56020	271587
1026	56092	271612
1027	56128	271470
1028	56167	271341
1029	56209	271225
1030	56341	271544
1031	56378	271402
1032	56412	271250
1033	56449	271108
1034	56523	271147
1035	56588	271144
1036	56624	270998
1037	56704	271065
1038	56764	271038
1039	56801	270900
1040	56875	270937
1041	56970	271074
1042	57005	270924
1043	57041	270784
1044	57080	270653
1045	57136	270605
1046	57227	270725
1047	57265	270590
1048	57309	270484
1049	57411	270656
1050	57447	270509
1051	57490	270400
1052	57587	270544
1053	57624	270406
1054	57689	270400
1055	57751	270382
1056	57786	270233
1057	57894	270431
1058	57933	270301
1059	57968	270154
1060	58044	270198
1061	58128	270283
1062	58168	270156
1063	58203	270010
1064	58241	269877
1065	58398	270296
1066	58438	270177
1067	58472	270024
1068	58508	269884
1069	58547	269755
1070	58616	269766
1071	58710	269895
1072	58746	269750
1073	58780	269601
1074	58816	269462
1075	58885	269470
1076	58970	269556
1077	59002	269399
1078	59036	269247
1079	59071	269103
1080	59165	269227
1081	59213	269143
1082	59246	268988
1083	59279	268834
1084	59317	268705
1085	59431	268917
1086	59465	268769
1087	59497	268615
1088	59536	268487
1089	59626	268591
1090	59659	268442
1091	59694	268296
1092	59813	268529
1093	59850	268397
1094	59884	268248
1095	59917	268096
1096	59953	267961
1097	60056	268121
1098	60124	268123
1099	60159	267981
1100	60190	267823
1101	60228	267693
1102	60308	267752
1103	60358	267677
1104	60392	267532
1105	60459	267529
1106	60547	267622
1107	60582	267480
1108	60616	267336
1109	60653	267201
1110	60759	267375
1111	60808	267297
1112	60844	267157
1113	60878	267012
1114	60917	266889
1115	61018	267040
1116	61053	266897
1117	61090	266765
1118	61171	266826
1119	61254	266896
1120	61289	266754
1121	61324	266612
1122	61363	266491
1123	61476	266689
1124	61517	266575
1125	61555	266450
1126	61591	266314
1127	61665	266344
1128	61745	266395
1129	61780	266257
1130	61815	266117
1131	61856	266004
1132	61960	266161
1133	61997	266029
1134	62031	265889
1135	62124	265998
1136	62161	265866
1137	62201	265750
1138	62321	265975
1139	62357	265841
1140	62391	265698
1141	62426	265559
1142	62501	265591
1143	62581	265641
1144	62618	265513
1145	62654	265381
1146	62701	265293
1147	62793	265393
1148	62830	265267
1149	62871	265154
1150	63001	265414
1151	63044	265312
1152	63082	265185
1153	63120	265062
1154	63160	264944
1155	63275	265144
1156	63314	265024
1157	63349	264884
1158	63385	264755
1159	63482	264873
1160	63518	264741
1161	63556	264620
1162	63676	264833
1163	63715	264716
1164	63756	264603
1165	63882	264844
1166	63931	264767
1167	63969	264639
1168	64005	264507
1169	64042	264381
1170	64085	264276
1171	64188	264422
1172	64225	264293
1173	64264	264175
1174	64301	264046
1175	64498	264576
1176	64542	264474
1177	64581	264354
1178	64619	264231
1179	64656	264103
1180	64691	263971
1181	64726	263833
1182	64790	263815
1183	64867	263853
1184	64904	263724
1185	64942	263602
1186	65062	263812
1187	65099	263686
1188	65138	263567
1189	65178	263450
1190	65251	263472
1191	65347	263582
1192	65383	263450
1193	65420	263326
1194	65459	263208
1195	65570	263377
1196	65603	263236
1197	65637	263099
1198	65679	262993
1199	65811	263244
1200	65847	263115
1201	65883	262986
1202	65918	262852
1203	65956	262730
1204	66072	262919
1205	66119	262833
1206	66155	262702
1207	66192	262578
1208	66230	262455
1209	66330	262579
1210	66377	262495
1211	66411	262358
1212	66450	262241
1213	66562	262412
1214	66599	262288
1215	66634	262156
1216	66667	262013
1217	66703	261886
1218	66805	262017
1219	66839	261880
1220	66874	261746
1221	66910	261618
1222	67013	261754
1223	67050	261626
1224	67084	261490
1225	67121	261370
1226	67292	261766
1227	67336	261670
1228	67372	261539
1229	67408	261413
1230	67443	261282
1231	67478	261152
1232	67539	261121
1233	67617	261154
1234	67653	261025
1235	67687	260894
1236	67723	260766
1237	67876	261088
1238	67918	260983
1239	67953	260853
1240	67991	260734
1241	68026	260602
1242	68099	260618
1243	68193	260713
1244	68227	260579
1245	68263	260451
1246	68300	260329
1247	68396	260433
1248	68433	260308
1249	68471	260192
1250	68580	260344
1251	68627	260257
1252	68664	260134
1253	68701	260013
1254	68740	259898
1255	68840	260016
1256	68918	260047
1257	68957	259932
1258	68991	259800
1259	69027	259676
1260	69067	259564
1261	69123	259515
1262	69199	259539
1263	69236	259416
1264	69277	259310
1265	69406	259533
1266	69442	259407
1267	69477	259279
1268	69514	259158
1269	69554	259048
1270	69682	259267
1271	69719	259144
1272	69754	259016
1273	69790	258891
1274	69828	258775
1275	69963	259018
1276	70001	258902
1277	70038	258779
1278	70074	258655
1279	70114	258547
1280	70223	258690
1281	70259	258566
1282	70295	258443
1283	70335	258336
1284	70498	258677
1285	70537	258565
1286	70573	258440
1287	70608	258312
1288	70642	258183
1289	70681	258068
1290	70779	258172
1291	70845	258156
1292	70883	258042
1293	70919	257919
1294	70960	257814
1295	71061	257926
1296	71097	257803
1297	71135	257687
1298	71250	257851
1299	71289	257740
1300	71323	257610
1301	71357	257479
1302	71399	257377
1303	71524	257575
1304	71558	257446
1305	71594	257322
1306	71633	257212
1307	71696	257186
1308	71807	257333
1309	71844	257213
1310	71877	257081
1311	71913	256959
1312	71953	256851
1313	72066	257002
1314	72125	256964
1315	72160	256839
1316	72193	256706
1317	72227	256576
1318	72297	256576
1319	72351	256520
1320	72387	256397
1321	72486	256498
1322	72522	256379
1323	72556	256247
1324	72593	256131
1325	72709	256291
1326	72744	256166
1327	72779	256042
1328	72814	255918
1329	72890	255939
1330	72945	255883
1331	72978	255754
1332	73017	255642
1333	73117	255747
1334	73154	255631
1335	73191	255511
1336	73300	255648
1337	73336	255527
1338	73377	255424
1339	73478	255527
1340	73511	255397
1341	73551	255292
1342	73617	255277
1343	73700	255320
1344	73734	255192
1345	73775	255090
1346	73892	255249
1347	73928	255130
1348	73965	255014
1349	74004	254905
1350	74149	255160
1351	74196	255079
1352	74231	254955
1353	74267	254834
1354	74302	254713
1355	74343	254610
1356	74487	254859
1357	74529	254763
1358	74566	254645
1359	74603	254530
1360	74644	254428
1361	74706	254396
1362	74788	254434
1363	74828	254330
1364	74869	254226
1365	75003	254440
1366	75042	254330
1367	75080	254219
1368	75118	254106
1369	75153	253985
1370	75230	254005
1371	75279	253930
1372	75313	253805
1373	75351	253694
1374	75456	253808
1375	75492	253688
1376	75524	253558
1377	75557	253429
1378	75595	253320
1379	75710	253464
1380	75744	253339
1381	75777	253213
1382	75811	253088
1383	75851	252984
1384	75970	253142
1385	76009	253036
1386	76043	252912
1387	76078	252792
1388	76116	252681
1389	76205	252740
1390	76237	252609
1391	76275	252497
1392	76376	252597
1393	76459	252633
1394	76494	252513
1395	76531	252400
1396	76565	252277
1397	76598	252151
1398	76634	252034
1399	76747	252168
1400	76782	252051
1401	76820	251941
1402	76859	251835
1403	76970	251962
1404	77005	251843
1405	77039	251722
1406	77076	251608
1407	77139	251578
1408	77215	251595
1409	77251	251478
1410	77296	251390
1411	77397	251485
1412	77429	251358
1413	77463	251236
1414	77503	251132
1415	77625	251297
1416	77661	251179
1417	77695	251057
1418	77729	250934
1419	77768	250830
1420	77853	250873
1421	77889	250757
1422	77926	250645
1423	78036	250770
1424	78072	250652
1425	78107	250534
1426	78146	250428
1427	78249	250531
1428	78286	250418
1429	78323	250305
1430	78443	250460
1431	78481	250351
1432	78514	250225
1433	78546	250100
1434	78586	249998
1435	78681	250071
1436	78714	249946
1437	78752	249837
1438	78879	250013
1439	78917	249906
1440	78954	249793
1441	78988	249673
1442	79027	249570
1443	79157	249750
1444	79195	249644
1445	79227	249518
1446	79262	249399
1447	79300	249292
1448	79378	249310
1449	79434	249259
1450	79468	249141
1451	79509	249042
1452	79615	249148
1453	79651	249033
1454	79693	248938
1455	79777	248976
1456	79857	249000
1457	79892	248882
1458	79929	248773
1459	79966	248664
1460	80060	248730
1461	80112	248666
1462	80154	248571
1463	80197	248479
1464	80352	248737
1465	80392	248636
1466	80431	248530
1467	80466	248415
1468	80506	248314
1469	80569	248286
1470	80644	248291
1471	80678	248174
1472	80718	248074
1473	80850	248257
1474	80889	248152
1475	80925	248040
1476	80964	247937
1477	81023	247895
1478	81098	247903
1479	81132	247784
1480	81199	247765
1481	81326	247929
1482	81365	247826
1483	81399	247709
1484	81433	247591
1485	81468	247475
1486	81508	247374
1487	81625	247508
1488	81661	247398
1489	81696	247284
1490	81737	247186
1491	81845	247291
1492	81884	247188
1493	81919	247074
1494	81960	246978
1495	81998	246871
1496	82137	247071
1497	82281	247284
1498	82326	247198
1499	82367	247102
1500	82402	246986
1501	82439	246878
1502	82476	246769
1503	82515	246668
1504	82549	246551
1505	82585	246439
1506	82651	246418
1507	82721	246409
1508	82752	246282
1509	82782	246155
1510	82818	246045
1511	82943	246196
1512	82977	246081
1513	83012	245966
1514	83043	245841
1515	83078	245728
1516	83114	245616
1517	83189	245622
1518	83259	245612
1519	83291	245491
1520	83325	245376
1521	83359	245259
1522	83399	245161
1523	83486	245200
1524	83519	245083
1525	83555	244972
1526	83629	244973
1527	83686	244925
1528	83720	244808
1529	83758	244706
1530	83861	244791
1531	83894	244674
1532	83932	244570
1533	84029	244638
1534	84063	244522
1535	84097	244409
1536	84170	244406
1537	84278	244505
1538	84313	244394
1539	84345	244273
1540	84377	244152
1541	84414	244046
1542	84455	243953
1543	84570	244071
1544	84606	243962
1545	84644	243858
1546	84686	243766
1547	84799	243879
1548	84841	243790
1549	84879	243684
1550	84915	243576
1551	85010	243638
1552	85051	243545
1553	85093	243451
1554	85203	243557
1555	85244	243461
1556	85283	243360
1557	85373	243406
1558	85419	243327
1559	85461	243235
1560	85560	243308
1561	85599	243207
1562	85674	243211
1563	85767	243265
1564	85807	243166
1565	85845	243065
1566	85906	243027
1567	86007	243101
1568	86047	243005
1569	86087	242909
1570	86196	243008
1571	86240	242921
1572	86280	242824
1573	86362	242845
1574	86462	242917
1575	86504	242826
1576	86541	242723
1577	86582	242627
1578	86629	242551
1579	86782	242772
1580	86825	242682
1581	86863	242581
1582	86903	242484
1583	86945	242392
1584	87030	242422
1585	87066	242314
1586	87104	242212
1587	87241	242387
1588	87281	242290
1589	87316	242179
1590	87348	242062
1591	87384	241954
1592	87450	241931
1593	87539	241970
1594	87574	241860
1595	87607	241744
1596	87646	241643
1597	87736	241688
1598	87784	241612
1599	87820	241505
1600	87861	241413
1601	87994	241573
1602	88033	241474
1603	88067	241360
1604	88100	241246
1605	88139	241149
1606	88262	241279
1607	88300	241179
1608	88335	241068
1609	88366	240950
1610	88406	240853
1611	88504	240915
1612	88538	240804
1613	88572	240694
1614	88670	240755
1615	88705	240646
1616	88747	240555
1617	88850	240633
1618	88882	240516
1619	88915	240399
1620	89009	240451
1621	89064	240397
1622	89096	240281
1623	89128	240164
1624	89167	240065
1625	89265	240126
1626	89300	240020
1627	89340	239924
1628	89449	240013
1629	89482	239900
1630	89516	239789
1631	89614	239849
1632	89652	239749
1633	89684	239635
1634	89770	239663
1635	89809	239566
1636	89848	239466
1637	89948	239532
1638	89990	239445
1639	90024	239332
1640	90068	239250
1641	90199	239396
1642	90241	239307
1643	90278	239205
1644	90313	239097
1645	90359	239017
1646	90479	239136
1647	90515	239032
1648	90548	238917
1649	90583	238810
1650	90679	238865
1651	90716	238761
1652	90753	238659
1653	90856	238732
1654	90890	238623
1655	90928	238523
1656	91044	238628
1657	91081	238526
1658	91114	238414
1659	91149	238306
1660	91188	238209
1661	91292	238284
1662	91328	238180
1663	91373	238097
1664	91475	238166
