iter	F1:use_weights=true	Logloss:use_weights=true
0	0.6891840894	0.602498815
1	0.6919168941	0.5281046171
2	0.6877606458	0.4650517323
3	0.6914695721	0.4054449081
4	0.6947044011	0.3599435746
5	0.6921183199	0.3119794495
6	0.6967678075	0.2780888503
7	0.6938713592	0.2425256777
8	0.6974704125	0.2171093604
9	0.6981724621	0.1913631107
10	0.6972882389	0.1727604502
11	0.6977381768	0.1529941264
12	0.6999240122	0.1358581164
13	0.7000761615	0.1217665602
14	0.7015431511	0.1090962634
15	0.7019553926	0.09866893158
16	0.7037433155	0.08921793995
17	0.7040734366	0.08134709204
18	0.7030131322	0.07442725583
19	0.7044469171	0.06823489393
20	0.7066988765	0.06330968797
21	0.7087423313	0.05848181578
22	0.7058007323	0.05479499981
23	0.7102753629	0.05145022627
24	0.7136200443	0.04849303637
25	0.7142147307	0.04576375671
26	0.7171408956	0.04470268539
27	0.7175910044	0.04262610324
28	0.7198449495	0.04189746645
29	0.7198297161	0.04069007883
30	0.7199392328	0.03887357948
31	0.7210636277	0.03734544385
32	0.7211034273	0.0360502803
33	0.7236382946	0.0347284564
34	0.7252947197	0.03348552036
35	0.7267148972	0.03246705325
36	0.7286686838	0.03144887485
37	0.72945089	0.03079338658
38	0.7305787623	0.02990207774
39	0.7328653382	0.02907956001
40	0.7343290337	0.0284052255
41	0.7343148358	0.02794381198
42	0.7355914303	0.02746297868
43	0.7366912984	0.02686039924
44	0.7373855372	0.02631460105
45	0.7411136996	0.02581774689
46	0.7421109902	0.02548447322
47	0.742366269	0.02503832031
48	0.7433867397	0.02474753345
49	0.7453052963	0.02434921791
50	0.7455568054	0.02415023913
51	0.7464878433	0.02399277328
52	0.7472461596	0.0236673753
53	0.7480533094	0.02349667552
54	0.7487751057	0.02333719456
55	0.7492056372	0.02318422279
56	0.7490933563	0.02291227255
57	0.7506073177	0.02264727417
58	0.7511021445	0.02253033583
59	0.7517735793	0.02239768075
60	0.7535799523	0.02217746145
61	0.7543879262	0.02198626213
62	0.7548406315	0.02181509465
63	0.7555919461	0.02167716601
64	0.7559142985	0.02155263297
65	0.7566060876	0.02142818463
66	0.7569454762	0.02131086521
67	0.7576016336	0.02119643663
68	0.7579009916	0.02105194105
69	0.7585746102	0.02088794869
70	0.7589431498	0.0207460668
71	0.7602564578	0.02060509335
72	0.7605425035	0.0204713489
73	0.7608993592	0.02034650023
74	0.7611464968	0.02019601704
75	0.7620845362	0.02011804724
76	0.7632464411	0.02002832934
77	0.7639469112	0.01991816772
78	0.7653901547	0.01979567483
79	0.7651949012	0.01977330646
80	0.766059621	0.01965986908
81	0.7677319359	0.0195430366
82	0.7683511619	0.01944817794
83	0.7685157864	0.01937550672
84	0.7688620105	0.01931028008
85	0.7693271889	0.01922255805
86	0.7697921274	0.01913788467
87	0.7705516047	0.01905548624
88	0.7708978328	0.01897365173
89	0.7710958803	0.0189009247
90	0.7719104434	0.01884444371
91	0.772678762	0.01876287095
92	0.7726954922	0.01868282638
93	0.7729948492	0.01861329813
94	0.7742741639	0.01854712071
95	0.7746960068	0.01848261582
96	0.7754442649	0.01841583983
97	0.7761840126	0.01835361373
98	0.7769055829	0.01828617374
99	0.7774966076	0.01822198064
100	0.7782055513	0.01815686178
101	0.7786410614	0.01810802745
102	0.7795070861	0.01801536289
103	0.7805342115	0.01798205862
104	0.7809607434	0.01792156279
105	0.781349424	0.01786314559
106	0.7816453382	0.01780853151
107	0.7821988381	0.01774730816
108	0.7825515125	0.01769818705
109	0.7835006388	0.01764273382
110	0.7834118205	0.01763594363
111	0.7836812144	0.01758580631
112	0.783997666	0.01753309379
113	0.7842350882	0.01748601667
114	0.7851339042	0.01743449937
115	0.7857351013	0.01738637716
116	0.7861019048	0.01734303387
117	0.7861461141	0.01729552948
118	0.7872324938	0.01724891428
119	0.7881719648	0.01720579425
120	0.7886678547	0.01715405176
121	0.7894889874	0.01709776131
122	0.7898732338	0.01704998169
123	0.7901485706	0.01701054931
124	0.790199637	0.01697162889
125	0.7906656021	0.01693031804
126	0.7909137093	0.01689615922
127	0.7911465893	0.01686425225
128	0.7914232848	0.01684070407
129	0.7917437516	0.01680446084
130	0.7924418816	0.01676823494
131	0.7930546997	0.01672334231
132	0.7933045904	0.01667879226
133	0.7935829652	0.01663650369
134	0.7936841343	0.01660190028
135	0.7943657892	0.01656648081
136	0.7950638729	0.01653586721
137	0.7957456045	0.01650785959
138	0.7961797265	0.016473976
139	0.7961502279	0.01644206133
140	0.7964262461	0.01640374525
141	0.796759728	0.01637441925
142	0.7968908171	0.01633487908
143	0.7977020631	0.01629385694
144	0.7977601156	0.01626138412
145	0.7981363095	0.0162317213
146	0.7985408841	0.01620020696
147	0.7990035022	0.01617174127
148	0.79940822	0.01613327122
149	0.7999567006	0.01609261572
150	0.8006059732	0.01606107155
151	0.8008511252	0.01602865936
152	0.8015712844	0.01598681442
153	0.8017729091	0.01595238326
154	0.8021760277	0.01591711873
155	0.8027377522	0.01588361814
156	0.8028234955	0.01585299299
157	0.8033831204	0.01582115338
158	0.8036414667	0.01578976126
159	0.8043321819	0.01575765894
160	0.8046481508	0.01572630915
161	0.8048061012	0.01569668771
162	0.8054376753	0.01566751376
163	0.8059111175	0.01563483981
164	0.8063565111	0.01560782821
165	0.8065837706	0.01557243183
166	0.8069973778	0.01554463882
167	0.8070843512	0.01552263132
168	0.8072985884	0.01549671966
169	0.8074989226	0.01546875054
170	0.8081301397	0.0154362604
171	0.8084709261	0.01540130669
172	0.8088573069	0.01537536231
173	0.8089992465	0.01535082293
174	0.8090847117	0.01532873749
175	0.8096416658	0.01530255926
176	0.8100548643	0.01527466231
177	0.8104115876	0.01524705599
178	0.8111266444	0.01521848734
179	0.8113126389	0.01518649472
180	0.8115235775	0.01516248654
181	0.8119783644	0.01513368693
182	0.8125447515	0.01509849457
183	0.8127595589	0.0150751966
184	0.8132316615	0.01505058023
185	0.8133323786	0.01502959088
186	0.8138844158	0.01500580404
187	0.8140275541	0.01498258208
188	0.8142821366	0.01496063329
189	0.8143219945	0.01493780589
190	0.8148174634	0.0149152133
191	0.8152146713	0.01488511166
192	0.8153868154	0.01486613742
193	0.8157678425	0.01484342358
194	0.8159954258	0.01483959543
195	0.8163731828	0.01480941392
196	0.8168249661	0.01478811085
197	0.8172603326	0.01475424265
198	0.8176886287	0.01472636784
199	0.8180391038	0.01470171972
200	0.8183634159	0.0146779502
201	0.8190245294	0.01465434331
202	0.8192444761	0.01463266205
203	0.8204288055	0.01459975233
204	0.8205548235	0.01457656309
205	0.8209529236	0.0145556873
206	0.8214018725	0.01453579981
207	0.8221312934	0.01450559424
208	0.8224831021	0.0144828063
209	0.8227465215	0.01446292362
210	0.8228681205	0.01444197277
211	0.8232741758	0.01441660963
212	0.8234248329	0.01439268614
213	0.8238222222	0.01437324517
214	0.8245121388	0.01434571969
215	0.8247085584	0.01432635667
216	0.8248631744	0.0143094245
217	0.8250515391	0.0142815391
218	0.8253607222	0.01426255428
219	0.825878424	0.01424252533
220	0.8261410052	0.01422239053
221	0.8265454675	0.01419495069
222	0.8265871325	0.01417591583
223	0.8272753088	0.01415020914
224	0.8274172938	0.01413360512
225	0.8278749601	0.01410985389
226	0.8281122503	0.01408523174
227	0.8284447597	0.0140675018
228	0.8287994325	0.01405118359
229	0.8290070922	0.01403431012
230	0.8292319694	0.01401713544
231	0.8293980004	0.0140013417
232	0.8294983159	0.01398206818
233	0.8297299213	0.01396383879
234	0.8299787385	0.01394181975
235	0.8301619361	0.01392378186
236	0.8305042702	0.01390099199
237	0.8304039688	0.01388296276
238	0.8305643133	0.01386121125
239	0.8312322946	0.01382795702
240	0.8315513701	0.01381269641
241	0.8314742023	0.01379721254
242	0.8314566957	0.01378158817
243	0.8316102535	0.01376031108
244	0.8317343435	0.01374161496
245	0.832011893	0.01371570426
246	0.8321653571	0.01369809268
247	0.8322304399	0.01368112009
248	0.8324783301	0.01366037325
249	0.833073985	0.01363750832
250	0.8332802942	0.01362020661
251	0.833445289	0.01360143446
252	0.8337104072	0.01358062603
253	0.8339812001	0.01355989555
254	0.8338987843	0.01354272664
255	0.8341342756	0.01352715424
256	0.8344108815	0.01351136146
257	0.8344637558	0.01349371716
258	0.8348341985	0.01347667721
259	0.8349576271	0.01346079013
260	0.8350926743	0.01344381176
261	0.8350810296	0.01342620499
262	0.8351749215	0.01341039971
263	0.8355627713	0.0133954942
264	0.835480569	0.01338183683
265	0.8357092449	0.01336538871
266	0.8359967545	0.01335012617
267	0.836078874	0.01333409474
268	0.8362546288	0.01331431985
269	0.8364187736	0.01330030546
270	0.8366059153	0.01328362541
271	0.8365764241	0.01326918278
272	0.8366994466	0.01325394527
273	0.8374255821	0.01323179824
274	0.8374026706	0.01321612575
275	0.8374960369	0.01320033009
276	0.8378778271	0.01318689117
277	0.838000634	0.01317002251
278	0.8380643798	0.01315524114
279	0.8381462178	0.01314047709
280	0.8382870827	0.01312785904
281	0.838502975	0.01311275818
282	0.8386256425	0.01309836944
283	0.8386665259	0.01308372087
284	0.8386256425	0.01307066303
285	0.8386665259	0.01305334112
286	0.8387891587	0.01303892447
287	0.8390116852	0.0130256886
288	0.8390480884	0.01300818866
289	0.8392297673	0.01299203404
290	0.8395565722	0.01298003958
291	0.8395974099	0.01296683065
292	0.8398536448	0.01295306262
293	0.8400168848	0.01294083046
294	0.8402799761	0.01292163296
295	0.8407244593	0.01290442364
296	0.8408987026	0.01289105304
297	0.8412542182	0.01287769977
298	0.8414171236	0.01286619898
299	0.8416613957	0.0128533644
300	0.8415615447	0.01283911424
301	0.8417539175	0.01282458885
302	0.8418944558	0.01281101135
303	0.8420793818	0.0127911614
304	0.8422420454	0.01277141442
305	0.8425155378	0.01275559277
306	0.842859149	0.01273928996
307	0.8428185233	0.01272319597
308	0.8429810089	0.01270540155
309	0.8433024431	0.01268742333
310	0.8437861931	0.01267232535
311	0.8439890519	0.01265439717
312	0.8440109466	0.01263728889
313	0.8440843242	0.01262409536
314	0.8439922821	0.01261075556
315	0.8442323884	0.01259652465
316	0.8446159242	0.01257843864
317	0.8446969697	0.01256557231
318	0.8449182858	0.01255250196
319	0.8449696672	0.01253804008
320	0.8448699067	0.01252388615
321	0.8453311827	0.01251117187
322	0.8455444156	0.01249409053
323	0.8458088029	0.01248328166
324	0.8461619311	0.01246972822
325	0.8462104489	0.01245287784
326	0.8465526906	0.01243628152
327	0.8467439661	0.01242317845
328	0.8474789916	0.01240460359
329	0.8476510537	0.0123912763
330	0.8477104047	0.01237457316
331	0.8476190476	0.01236305216
332	0.8479820785	0.01234669546
333	0.8481433521	0.01233293127
334	0.8482536572	0.01232052493
335	0.8483045806	0.01230904242
336	0.848465764	0.01229526861
337	0.8483979292	0.0122845781
338	0.8486269022	0.01227130374
339	0.8487583071	0.01225907254
340	0.8488599804	0.01224893537
341	0.8488811189	0.01223948915
342	0.8490909091	0.01222394754
343	0.8493217732	0.01221344661
344	0.8494616138	0.01220058028
345	0.8501135768	0.01218679011
346	0.8501537601	0.01217493518
347	0.8503144654	0.0121583379
348	0.8502742933	0.01214752517
349	0.8504454148	0.01213582326
350	0.8505554391	0.01212583044
351	0.850656608	0.01211630146
352	0.8508557457	0.01210435896
353	0.8510950435	0.01208988168
354	0.8511752995	0.01207740317
355	0.8513357779	0.01206544046
356	0.85138627	0.01205378089
357	0.85151695	0.01204381693
358	0.8518246901	0.01202964953
359	0.8518647856	0.01201734231
360	0.8520044699	0.01200659117
361	0.8521945599	0.01199220628
362	0.852203674	0.01198147632
363	0.8525345622	0.01197134973
364	0.8526444406	0.0119608055
365	0.8529740296	0.01194946253
366	0.8531444126	0.01193851508
367	0.8531741877	0.01192871857
368	0.8536236435	0.01191317889
369	0.8536338579	0.01189714938
370	0.8540329333	0.01188345063
371	0.8542524245	0.01187237808
372	0.8546012698	0.01185765252
373	0.8545613117	0.01184547714
374	0.8547503576	0.01183486073
375	0.8549602344	0.01182356684
376	0.8550603334	0.01180942638
377	0.8551199777	0.01179895529
378	0.8552897692	0.01178679819
379	0.855359509	0.01177599508
380	0.8558674804	0.01176118581
381	0.8558574268	0.01174663636
382	0.8561065774	0.01173260465
383	0.856316028	0.01172203924
384	0.8565450868	0.01171118802
385	0.85678427	0.01169743249
386	0.8569137997	0.01168787465
387	0.8571428571	0.01167867575
388	0.857252414	0.01166853569
389	0.8573420722	0.01165637955
390	0.8574516298	0.0116465561
391	0.857461568	0.01163797598
392	0.8575712144	0.01162793985
393	0.857710541	0.01161851769
394	0.8579891967	0.01160973067
395	0.8579194982	0.01159588565
396	0.8580586719	0.01158302509
397	0.8582575678	0.01156817058
398	0.8583571379	0.01156011878
399	0.8584366727	0.01155103054
400	0.8586657377	0.01153017111
401	0.8588247588	0.01151733653
402	0.8590636756	0.01150423827
403	0.8593314763	0.0114912988
404	0.8593711918	0.0114825214
405	0.8594011142	0.01147084258
406	0.8597285068	0.01145631719
407	0.8597382709	0.01144750611
408	0.8597382709	0.01143572336
409	0.8602150538	0.01142400412
410	0.8605023308	0.01141136874
411	0.8606908066	0.01139968222
412	0.8606608696	0.01138919669
413	0.8608695652	0.0113779461
414	0.8610086957	0.01136415497
415	0.8611970925	0.01135232795
416	0.8613362084	0.01133896313
417	0.8615052866	0.01132629696
418	0.8615448823	0.01131281089
419	0.8614550007	0.01129897452
420	0.8618711539	0.01128397952
421	0.8623865967	0.0112711767
422	0.8624261383	0.01126189119
423	0.8627628149	0.01124551235
424	0.8629208798	0.01123301074
425	0.8630013206	0.01121281916
426	0.8630913072	0.0111996545
427	0.8632888518	0.01118861082
428	0.8637848356	0.01117018223
429	0.8639822117	0.0111607745
430	0.863961648	0.01114833736
431	0.8641495015	0.011137592
432	0.8643202113	0.01112218512
433	0.8643897015	0.01111212012
434	0.864665833	0.01110254207
435	0.864586952	0.01109504264
436	0.8649624896	0.01108230429
437	0.8651615144	0.01107168788
438	0.8653305082	0.01105719618
439	0.8655275405	0.01104267752
440	0.8655275405	0.01103259232
441	0.8658562001	0.01101843358
442	0.8660739094	0.01100681249
443	0.866349526	0.01099709201
444	0.8663888889	0.01098869281
445	0.8664768782	0.01097962575
446	0.8669721586	0.01096064478
447	0.8670508192	0.01095044986
448	0.8670508192	0.01094114222
449	0.8671202444	0.01093026213
450	0.8675551853	0.01091955334
451	0.8675551853	0.01090879066
452	0.8678420212	0.01089915775
453	0.8679022629	0.01088936316
454	0.8679808426	0.01087901043
455	0.868179925	0.01086196759
456	0.8682977616	0.01084946117
457	0.8685543757	0.01083965119
458	0.8686749497	0.01082964489
459	0.8690071463	0.01081771587
460	0.8692756037	0.01080905587
461	0.8694837635	0.01079898125
462	0.8696225368	0.01078805497
463	0.8697220969	0.01077498462
464	0.86988796	0.01076601572
465	0.8701141054	0.01075383456
466	0.8703613789	0.01074436717
467	0.870500104	0.01073544446
468	0.8706086353	0.01072734166
469	0.870774245	0.01071912144
470	0.8708704545	0.01070589712
471	0.8710482529	0.0106965712
472	0.871226039	0.01068887545
473	0.8713344887	0.01068013366
474	0.8715122526	0.01067161224
475	0.8714820463	0.01066553513
476	0.8716028841	0.01065498993
477	0.8715637675	0.0106464868
478	0.8714944362	0.0106355201
479	0.8715939818	0.01062530017
480	0.871858861	0.01061110293
481	0.8719672813	0.01060331866
482	0.8720277296	0.01059373001
483	0.8722054695	0.0105847409
484	0.8722357019	0.0105762291
485	0.8723743501	0.01056748154
486	0.872383197	0.01055823933
487	0.8726516464	0.01054908759
488	0.8727512219	0.01054083081
489	0.8728596187	0.01052930018
490	0.8728508042	0.01052232811
491	0.8729503935	0.01051362
492	0.8730373297	0.01050602145
493	0.8733233979	0.01049783492
494	0.8733927148	0.01049058762
495	0.8735703889	0.01048004628
496	0.8736699823	0.01047074344
497	0.8736699823	0.01046316318
498	0.8741033371	0.010455453
499	0.8741726444	0.01044437564
500	0.874280962	0.01043692433
501	0.8743415581	0.0104291285
502	0.8744195717	0.01042235852
503	0.8745191808	0.0104141845
504	0.8746145584	0.01040660809
505	0.8748311103	0.01039812131
506	0.8749480394	0.01038996654
507	0.8749870103	0.01038274907
508	0.8750952546	0.01037485028
509	0.8752034914	0.01036785126
510	0.8755540166	0.0103577776
511	0.8756232687	0.01034983935
512	0.8757314497	0.01033843287
513	0.8758006994	0.01033168214
514	0.8760256188	0.01032366786
515	0.8757920981	0.01031372893
516	0.8760645295	0.01030554914
517	0.8761726728	0.01029755796
518	0.8761726728	0.01028969381
519	0.8761726728	0.01028191916
520	0.876155524	0.010273723
521	0.876155524	0.01026633906
522	0.8763414803	0.01025933715
523	0.8764581675	0.0102517694
524	0.8766440537	0.01024312769
525	0.8767218108	0.01023522408
526	0.8768213754	0.01022759666
527	0.8771456257	0.01021605449
528	0.8771067659	0.01020877063
529	0.8771456257	0.01020189383
530	0.8771152715	0.01019309237
531	0.8771626298	0.01018639937
532	0.8773483721	0.01017763641
533	0.8773872128	0.01017023418
534	0.8774698086	0.01016137305
535	0.8775997508	0.01015201729
536	0.877716263	0.01014401553
537	0.8778715749	0.01013603879
538	0.8780268438	0.01012822564
539	0.8780656543	0.01012116119
540	0.8782208695	0.01011395046
541	0.878298461	0.01010727382
542	0.8782596666	0.01009914695
543	0.8782208695	0.01009282446
544	0.8783508007	0.01008585046
545	0.8783508007	0.01007985034
546	0.8784367975	0.01007268773
